Gene	Direction
TMEM14A	Upreg
TMEM170B	Upreg
TMEM184B	Upreg
TMEM204	Upreg
TMEM39A	Upreg
TPI1	Upreg
TTBK2	Upreg
TUBA4A	Upreg
TXNIP	Upreg
UBE2H	Upreg
UCMA	Upreg
UNC45A	Upreg
UTP14A	Upreg
UTP14C	Upreg
VTN	Upreg
VWF	Upreg
WDR45	Upreg
WDR92	Upreg
ZBTB34	Upreg
ZC3H12B	Upreg
ZFP36	Upreg
ZNF462	Upreg
ZNF467	Upreg
ZNF780A	Upreg
ZFYVE27	Upreg
ZSWIM1	Upreg
